OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
39-5092,Manicurists and Pedicurists,detailed,"71,220",4.2,10.48,"21,790",1.2,8.03,8.56,9.30,11.40,14.58,"16,700","17,810","19,340","23,720","30,330",,
39-5093,Shampooers,detailed,"15,650",7.1,9.09,"18,910",1.4,7.77,8.26,8.90,9.82,11.37,"16,160","17,170","18,510","20,420","23,640",,
39-5094,Skincare Specialists,detailed,"33,680",4.2,15.86,"32,990",1.9,8.40,9.42,13.92,18.83,27.37,"17,480","19,590","28,940","39,160","56,930",,
39-6000,"Baggage Porters, Bellhops, and Concierges",minor,"73,980",2.3,12.61,"26,220",0.9,8.20,9.00,11.28,14.72,19.68,"17,060","18,720","23,460","30,610","40,940",,
39-6010,"Baggage Porters, Bellhops, and Concierges",broad,"73,980",2.3,12.61,"26,220",0.9,8.20,9.00,11.28,14.72,19.68,"17,060","18,720","23,460","30,610","40,940",,
39-6011,Baggage Porters and Bellhops,detailed,"43,790",3.0,11.38,"23,660",1.1,8.04,8.65,9.77,13.20,16.87,"16,730","17,980","20,330","27,450","35,090",,
39-6012,Concierges,detailed,"30,190",3.2,14.39,"29,930",1.2,8.86,10.50,13.37,17.64,21.77,"18,420","21,840","27,810","36,680","45,280",,
39-7000,Tour and Travel Guides,minor,"38,780",3.0,13.10,"27,250",0.9,8.28,9.22,11.78,15.37,19.70,"17,230","19,170","24,500","31,960","40,970",,
39-7010,Tour and Travel Guides,broad,"38,780",3.0,13.10,"27,250",0.9,8.28,9.22,11.78,15.37,19.70,"17,230","19,170","24,500","31,960","40,970",,
39-7011,Tour Guides and Escorts,detailed,"34,530",3.0,12.51,"26,020",0.8,8.22,9.11,11.43,14.67,18.05,"17,110","18,950","23,770","30,500","37,550",,
39-7012,Travel Guides,detailed,"4,250",11.1,17.93,"37,300",3.4,9.43,11.81,16.26,22.54,28.23,"19,600","24,570","33,820","46,880","58,720",,
39-9000,Other Personal Care and Service Workers,minor,"2,438,890",0.5,11.35,"23,620",0.3,7.98,8.69,10.00,12.25,16.73,"16,600","18,070","20,790","25,470","34,810",,
39-9010,Childcare Workers,broad,"597,900",1.0,10.33,"21,490",0.6,7.90,8.50,9.42,11.57,14.31,"16,430","17,680","19,600","24,060","29,770",,
39-9011,Childcare Workers,detailed,"597,900",1.0,10.33,"21,490",0.6,7.90,8.50,9.42,11.57,14.31,"16,430","17,680","19,600","24,060","29,770",,
39-9020,Personal Care Aides,broad,"1,135,470",0.9,10.09,"20,990",0.3,7.91,8.57,9.67,11.17,13.34,"16,440","17,830","20,100","23,220","27,740",,
39-9021,Personal Care Aides,detailed,"1,135,470",0.9,10.09,"20,990",0.3,7.91,8.57,9.67,11.17,13.34,"16,440","17,830","20,100","23,220","27,740",,
39-9030,Recreation and Fitness Workers,broad,"555,470",0.8,14.81,"30,800",0.6,8.30,9.19,11.95,17.90,26.17,"17,270","19,120","24,850","37,230","54,430",,
39-9031,Fitness Trainers and Aerobics Instructors,detailed,"238,170",1.4,18.17,"37,790",0.8,8.58,10.15,15.88,23.36,32.19,"17,840","21,110","33,020","48,590","66,950",,
39-9032,Recreation Workers,detailed,"317,310",1.0,12.29,"25,560",0.5,8.17,8.94,10.76,14.21,18.70,"16,990","18,590","22,390","29,550","38,890",,
39-9040,Residential Advisors,broad,"88,220",1.8,12.78,"26,580",0.6,8.39,9.66,11.79,14.89,18.50,"17,460","20,100","24,520","30,970","38,470",,
39-9041,Residential Advisors,detailed,"88,220",1.8,12.78,"26,580",0.6,8.39,9.66,11.79,14.89,18.50,"17,460","20,100","24,520","30,970","38,470",,
39-9090,Miscellaneous Personal Care and Service Workers,broad,"61,820",3.1,11.31,"23,530",1.0,8.16,8.91,10.04,12.60,16.75,"16,980","18,530","20,880","26,200","34,830",,
39-9099,"Personal Care and Service Workers, All Other",detailed,"61,820",3.1,11.31,"23,530",1.0,8.16,8.91,10.04,12.60,16.75,"16,980","18,530","20,880","26,200","34,830",,
41-0000,Sales and Related Occupations,major,"14,068,190",0.2,18.37,"38,200",0.2,8.25,9.12,12.10,20.93,35.78,"17,160","18,960","25,160","43,540","74,430",,
41-1000,Supervisors of Sales Workers,minor,"1,459,330",0.4,23.29,"48,430",0.2,11.71,14.59,19.17,26.69,39.06,"24,350","30,340","39,870","55,510","81,250",,
41-1010,First-Line Supervisors of Sales Workers,broad,"1,459,330",0.4,23.29,"48,430",0.2,11.71,14.59,19.17,26.69,39.06,"24,350","30,340","39,870","55,510","81,250",,
41-1011,First-Line Supervisors of Retail Sales Workers,detailed,"1,213,550",0.4,19.93,"41,450",0.2,11.29,13.92,17.88,23.00,30.21,"23,490","28,940","37,200","47,850","62,830",,
41-1012,First-Line Supervisors of Non-Retail Sales Workers,detailed,"245,780",0.7,39.85,"82,890",0.4,17.57,23.92,33.92,49.00,69.80,"36,550","49,760","70,560","101,920","145,180",,
41-2000,Retail Sales Workers,minor,"8,500,690",0.2,11.39,"23,690",0.2,8.01,8.62,9.58,12.25,17.23,"16,650","17,930","19,930","25,470","35,830",,
41-2010,Cashiers,broad,"3,363,530",0.4,9.83,"20,450",0.2,7.89,8.40,9.12,10.69,13.37,"16,420","17,480","18,970","22,240","27,810",,
41-2011,Cashiers,detailed,"3,343,470",0.4,9.82,"20,420",0.2,7.89,8.40,9.12,10.67,13.32,"16,420","17,480","18,960","22,190","27,710",,
41-2012,Gaming Change Persons and Booth Cashiers,detailed,"20,060",4.0,12.05,"25,070",0.9,8.46,9.55,11.43,14.19,17.09,"17,590","19,870","23,780","29,520","35,540",,
41-2020,Counter and Rental Clerks and Parts Salespersons,broad,"651,970",0.7,13.89,"28,880",0.3,8.40,9.38,12.13,16.77,22.26,"17,470","19,510","25,230","34,890","46,300",,
41-2021,Counter and Rental Clerks,detailed,"430,700",0.9,13.05,"27,130",0.4,8.27,9.09,11.24,15.23,20.80,"17,210","18,910","23,370","31,680","43,270",,
41-2022,Parts Salespersons,detailed,"221,270",1.0,15.52,"32,290",0.4,8.93,10.76,14.15,18.85,24.25,"18,570","22,370","29,440","39,210","50,430",,
41-2030,Retail Salespersons,broad,"4,485,180",0.3,12.20,"25,370",0.2,8.09,8.78,10.16,13.37,18.66,"16,830","18,260","21,140","27,800","38,820",,
41-2031,Retail Salespersons,detailed,"4,485,180",0.3,12.20,"25,370",0.2,8.09,8.78,10.16,13.37,18.66,"16,830","18,260","21,140","27,800","38,820",,
41-3000,"Sales Representatives, Services",minor,"1,653,600",0.5,33.02,"68,680",0.5,12.38,16.69,24.62,39.10,64.70,"25,750","34,710","51,210","81,320","134,570",,
41-3010,Advertising Sales Agents,broad,"148,770",1.7,27.62,"57,440",1.0,10.69,14.81,22.03,34.00,51.06,"22,240","30,810","45,830","70,720","106,200",,
41-3011,Advertising Sales Agents,detailed,"148,770",1.7,27.62,"57,440",1.0,10.69,14.81,22.03,34.00,51.06,"22,240","30,810","45,830","70,720","106,200",,
41-3020,Insurance Sales Agents,broad,"354,460",1.3,30.58,"63,610",0.9,12.51,16.46,23.18,35.29,56.65,"26,030","34,230","48,210","73,390","117,830",,
41-3021,Insurance Sales Agents,detailed,"354,460",1.3,30.58,"63,610",0.9,12.51,16.46,23.18,35.29,56.65,"26,030","34,230","48,210","73,390","117,830",,
41-3030,"Securities, Commodities, and Financial Services Sales Agents",broad,"325,140",1.2,49.28,"102,510",1.2,15.52,19.46,34.92,67.76,#,"32,280","40,480","72,640","140,930",#,,
41-3031,"Securities, Commodities, and Financial Services Sales Agents",detailed,"325,140",1.2,49.28,"102,510",1.2,15.52,19.46,34.92,67.76,#,"32,280","40,480","72,640","140,930",#,,
41-3040,Travel Agents,broad,"64,250",1.9,17.88,"37,200",1.0,9.44,12.59,16.60,21.59,27.84,"19,640","26,180","34,530","44,900","57,910",,
41-3041,Travel Agents,detailed,"64,250",1.9,17.88,"37,200",1.0,9.44,12.59,16.60,21.59,27.84,"19,640","26,180","34,530","44,900","57,910",,
41-3090,"Miscellaneous Sales Representatives, Services",broad,"760,980",0.7,29.54,"61,450",0.4,12.01,16.57,24.53,36.39,53.22,"24,970","34,460","51,030","75,690","110,690",,
41-3099,"Sales Representatives, Services, All Other",detailed,"760,980",0.7,29.54,"61,450",0.4,12.01,16.57,24.53,36.39,53.22,"24,970","34,460","51,030","75,690","110,690",,
41-4000,"Sales Representatives, Wholesale and Manufacturing",minor,"1,756,600",0.5,33.11,"68,880",0.3,13.66,19.14,27.86,40.95,58.01,"28,410","39,810","57,960","85,180","120,670",,
41-4010,"Sales Representatives, Wholesale and Manufacturing",broad,"1,756,600",0.5,33.11,"68,880",0.3,13.66,19.14,27.86,40.95,58.01,"28,410","39,810","57,960","85,180","120,670",,
41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",detailed,"352,830",1.7,41.16,"85,610",0.7,17.93,24.86,35.83,51.08,70.06,"37,300","51,710","74,520","106,260","145,730",,
41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",detailed,"1,403,770",0.5,31.09,"64,670",0.3,12.99,18.17,26.16,37.72,54.72,"27,030","37,790","54,410","78,460","113,810",,
41-9000,Other Sales and Related Workers,minor,"697,970",1.1,21.20,"44,090",0.7,8.68,10.22,14.05,24.24,43.83,"18,060","21,260","29,230","50,420","91,160",,
41-9010,"Models, Demonstrators, and Product Promoters",broad,"82,330",4.9,13.84,"28,800",1.3,8.85,9.99,11.64,15.79,21.70,"18,410","20,770","24,220","32,850","45,150",,
41-9011,Demonstrators and Product Promoters,detailed,"76,870",5.1,13.92,"28,950",1.3,9.11,10.17,11.75,15.79,21.70,"18,950","21,150","24,440","32,850","45,140",,
41-9012,Models,detailed,"5,470",16.3,12.79,"26,600",6.7,7.91,8.42,9.15,15.77,21.73,"16,460","17,520","19,040","32,800","45,200",,
41-9020,Real Estate Brokers and Sales Agents,broad,"197,820",1.4,28.32,"58,900",1.3,10.36,13.75,20.49,33.97,54.45,"21,540","28,600","42,620","70,650","113,260",,
41-9021,Real Estate Brokers,detailed,"38,970",3.1,39.60,"82,380",2.7,11.67,16.68,28.65,50.08,89.93,"24,260","34,690","59,580","104,160","187,050",,
41-9022,Real Estate Sales Agents,detailed,"158,850",1.6,25.55,"53,140",1.3,10.21,13.37,19.14,31.30,47.16,"21,240","27,800","39,800","65,100","98,090",,
41-9030,Sales Engineers,broad,"65,730",2.1,48.94,"101,790",0.7,26.86,34.48,45.14,59.60,74.34,"55,870","71,720","93,900","123,960","154,630",,
41-9031,Sales Engineers,detailed,"65,730",2.1,48.94,"101,790",0.7,26.86,34.48,45.14,59.60,74.34,"55,870","71,720","93,900","123,960","154,630",,
41-9040,Telemarketers,broad,"231,900",2.3,12.42,"25,830",0.7,8.22,9.07,10.87,14.15,18.48,"17,090","18,870","22,610","29,430","38,440",,
41-9041,Telemarketers,detailed,"231,900",2.3,12.42,"25,830",0.7,8.22,9.07,10.87,14.15,18.48,"17,090","18,870","22,610","29,430","38,440",,
41-9090,Miscellaneous Sales and Related Workers,broad,"120,180",1.5,16.29,"33,870",0.8,8.56,9.77,12.91,19.08,28.40,"17,800","20,330","26,850","39,690","59,080",,
41-9091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",detailed,"6,090",9.9,12.18,"25,330",3.2,8.03,8.70,9.82,13.46,18.93,"16,690","18,100","20,430","27,990","39,370",,
41-9099,"Sales and Related Workers, All Other",detailed,"114,100",1.5,16.50,"34,330",0.8,8.61,9.92,13.11,19.43,28.71,"17,910","20,640","27,270","40,410","59,720",,
43-0000,Office and Administrative Support Occupations,major,"21,442,800",0.1,16.78,"34,900",0.1,9.27,11.69,15.39,20.47,26.54,"19,290","24,320","32,010","42,570","55,200",,
43-1000,Supervisors of Office and Administrative Support Workers,minor,"1,366,510",0.3,25.81,"53,690",0.1,14.81,18.70,24.13,31.30,39.17,"30,800","38,900","50,190","65,100","81,480",,
43-1010,First-Line Supervisors of Office and Administrative Support Workers,broad,"1,366,510",0.3,25.81,"53,690",0.1,14.81,18.70,24.13,31.30,39.17,"30,800","38,900","50,190","65,100","81,480",,
43-1011,First-Line Supervisors of Office and Administrative Support Workers,detailed,"1,366,510",0.3,25.81,"53,690",0.1,14.81,18.70,24.13,31.30,39.17,"30,800","38,900","50,190","65,100","81,480",,
43-2000,Communications Equipment Operators,minor,"130,890",1.4,13.53,"28,150",0.5,8.92,10.37,12.71,15.79,19.49,"18,560","21,570","26,430","32,850","40,530",,
43-2010,"Switchboard Operators, Including Answering Service",broad,"118,060",1.4,13.11,"27,270",0.3,8.86,10.27,12.45,15.14,18.37,"18,430","21,360","25,900","31,490","38,200",,
43-2011,"Switchboard Operators, Including Answering Service",detailed,"118,060",1.4,13.11,"27,270",0.3,8.86,10.27,12.45,15.14,18.37,"18,430","21,360","25,900","31,490","38,200",,
43-2020,Telephone Operators,broad,"10,280",8.8,16.69,"34,720",2.3,9.56,11.69,15.67,21.19,26.33,"19,890","24,310","32,590","44,070","54,770",,
43-2021,Telephone Operators,detailed,"10,280",8.8,16.69,"34,720",2.3,9.56,11.69,15.67,21.19,26.33,"19,890","24,310","32,590","44,070","54,770",,
43-2090,Miscellaneous Communications Equipment Operators,broad,"2,550",6.1,20.36,"42,350",1.0,12.31,15.33,19.58,24.79,28.67,"25,610","31,890","40,720","51,550","59,640",,
43-2099,"Communications Equipment Operators, All Other",detailed,"2,550",6.1,20.36,"42,350",1.0,12.31,15.33,19.58,24.79,28.67,"25,610","31,890","40,720","51,550","59,640",,
43-3000,Financial Clerks,minor,"3,274,960",0.3,16.82,"34,990",0.1,10.26,12.64,16.01,20.10,24.70,"21,340","26,300","33,300","41,810","51,380",,
43-3010,Bill and Account Collectors,broad,"368,850",1.2,16.66,"34,650",0.4,10.59,12.85,15.83,19.22,23.61,"22,030","26,720","32,920","39,970","49,120",,
43-3011,Bill and Account Collectors,detailed,"368,850",1.2,16.66,"34,650",0.4,10.59,12.85,15.83,19.22,23.61,"22,030","26,720","32,920","39,970","49,120",,
43-3020,Billing and Posting Clerks,broad,"493,840",0.7,16.80,"34,940",0.2,11.42,13.41,16.26,19.37,23.05,"23,750","27,890","33,820","40,300","47,930",,
43-3021,Billing and Posting Clerks,detailed,"493,840",0.7,16.80,"34,940",0.2,11.42,13.41,16.26,19.37,23.05,"23,750","27,890","33,820","40,300","47,930",,
43-3030,"Bookkeeping, Accounting, and Auditing Clerks",broad,"1,586,380",0.3,17.91,"37,250",0.1,10.59,13.59,17.18,21.49,26.52,"22,020","28,270","35,730","44,690","55,170",,
43-3031,"Bookkeeping, Accounting, and Auditing Clerks",detailed,"1,586,380",0.3,17.91,"37,250",0.1,10.59,13.59,17.18,21.49,26.52,"22,020","28,270","35,730","44,690","55,170",,
43-3040,Gaming Cage Workers,broad,"17,360",3.7,12.59,"26,190",0.9,8.71,9.94,11.86,14.65,17.96,"18,120","20,670","24,660","30,480","37,360",,
43-3041,Gaming Cage Workers,detailed,"17,360",3.7,12.59,"26,190",0.9,8.71,9.94,11.86,14.65,17.96,"18,120","20,670","24,660","30,480","37,360",,
43-3050,Payroll and Timekeeping Clerks,broad,"170,400",0.7,19.16,"39,850",0.2,12.20,15.20,18.59,22.57,27.48,"25,370","31,610","38,670","46,950","57,150",,
43-3051,Payroll and Timekeeping Clerks,detailed,"170,400",0.7,19.16,"39,850",0.2,12.20,15.20,18.59,22.57,27.48,"25,370","31,610","38,670","46,950","57,150",,
43-3060,Procurement Clerks,broad,"68,690",1.0,18.72,"38,940",0.3,11.93,15.03,18.64,22.26,25.90,"24,820","31,250","38,780","46,310","53,870",,
43-3061,Procurement Clerks,detailed,"68,690",1.0,18.72,"38,940",0.3,11.93,15.03,18.64,22.26,25.90,"24,820","31,250","38,780","46,310","53,870",,
43-3070,Tellers,broad,"527,680",0.6,12.62,"26,260",0.2,9.56,10.53,12.21,14.28,16.96,"19,870","21,900","25,390","29,700","35,270",,
43-3071,Tellers,detailed,"527,680",0.6,12.62,"26,260",0.2,9.56,10.53,12.21,14.28,16.96,"19,870","21,900","25,390","29,700","35,270",,
43-3090,Miscellaneous Financial Clerks,broad,"41,770",3.7,19.52,"40,590",0.8,12.40,15.24,18.39,22.61,28.03,"25,790","31,690","38,240","47,030","58,300",,
43-3099,"Financial Clerks, All Other",detailed,"41,770",3.7,19.52,"40,590",0.8,12.40,15.24,18.39,22.61,28.03,"25,790","31,690","38,240","47,030","58,300",,
43-4000,Information and Record Clerks,minor,"5,344,530",0.3,15.54,"32,320",0.1,9.18,11.26,14.45,18.62,23.21,"19,090","23,420","30,060","38,730","48,280",,
43-4010,Brokerage Clerks,broad,"60,300",2.8,22.96,"47,760",0.7,14.82,17.55,21.85,27.53,33.52,"30,830","36,500","45,450","57,250","69,730",,
43-4011,Brokerage Clerks,detailed,"60,300",2.8,22.96,"47,760",0.7,14.82,17.55,21.85,27.53,33.52,"30,830","36,500","45,450","57,250","69,730",,
43-4020,Correspondence Clerks,broad,"7,800",7.5,17.22,"35,810",1.1,11.57,13.84,16.75,20.08,23.28,"24,060","28,800","34,840","41,760","48,430",,
43-4021,Correspondence Clerks,detailed,"7,800",7.5,17.22,"35,810",1.1,11.57,13.84,16.75,20.08,23.28,"24,060","28,800","34,840","41,760","48,430",,
43-4030,"Court, Municipal, and License Clerks",broad,"127,170",1.0,17.72,"36,850",0.7,11.21,13.39,16.89,20.96,25.58,"23,310","27,850","35,130","43,600","53,210",,
43-4031,"Court, Municipal, and License Clerks",detailed,"127,170",1.0,17.72,"36,850",0.7,11.21,13.39,16.89,20.96,25.58,"23,310","27,850","35,130","43,600","53,210",,
43-4040,"Credit Authorizers, Checkers, and Clerks",broad,"50,240",3.0,17.15,"35,660",0.9,11.52,13.22,16.13,20.32,24.95,"23,960","27,490","33,560","42,270","51,900",,
43-4041,"Credit Authorizers, Checkers, and Clerks",detailed,"50,240",3.0,17.15,"35,660",0.9,11.52,13.22,16.13,20.32,24.95,"23,960","27,490","33,560","42,270","51,900",,
43-4050,Customer Service Representatives,broad,"2,389,580",0.5,16.04,"33,370",0.2,9.44,11.69,14.84,18.95,24.31,"19,640","24,300","30,870","39,410","50,570",,
43-4051,Customer Service Representatives,detailed,"2,389,580",0.5,16.04,"33,370",0.2,9.44,11.69,14.84,18.95,24.31,"19,640","24,300","30,870","39,410","50,570",,
43-4060,"Eligibility Interviewers, Government Programs",broad,"123,920",0.6,20.15,"41,910",0.4,13.62,16.19,20.15,23.50,27.01,"28,340","33,670","41,900","48,880","56,190",,
43-4061,"Eligibility Interviewers, Government Programs",detailed,"123,920",0.6,20.15,"41,910",0.4,13.62,16.19,20.15,23.50,27.01,"28,340","33,670","41,900","48,880","56,190",,
43-4070,File Clerks,broad,"152,920",1.0,13.79,"28,680",0.4,8.71,10.20,12.89,16.68,20.57,"18,120","21,210","26,810","34,690","42,780",,
43-4071,File Clerks,detailed,"152,920",1.0,13.79,"28,680",0.4,8.71,10.20,12.89,16.68,20.57,"18,120","21,210","26,810","34,690","42,780",,
43-4080,"Hotel, Motel, and Resort Desk Clerks",broad,"234,750",0.9,10.58,"22,010",0.4,8.00,8.67,9.81,11.60,14.54,"16,640","18,030","20,400","24,130","30,250",,
43-4081,"Hotel, Motel, and Resort Desk Clerks",detailed,"234,750",0.9,10.58,"22,010",0.4,8.00,8.67,9.81,11.60,14.54,"16,640","18,030","20,400","24,130","30,250",,
43-4110,"Interviewers, Except Eligibility and Loan",broad,"192,360",1.6,15.22,"31,660",0.5,9.40,11.86,14.56,18.02,22.08,"19,560","24,660","30,270","37,490","45,920",,
43-4111,"Interviewers, Except Eligibility and Loan",detailed,"192,360",1.6,15.22,"31,660",0.5,9.40,11.86,14.56,18.02,22.08,"19,560","24,660","30,270","37,490","45,920",,
43-4120,"Library Assistants, Clerical",broad,"101,990",1.6,12.43,"25,850",0.6,8.27,9.16,11.37,14.74,18.45,"17,200","19,050","23,660","30,650","38,370",,
43-4121,"Library Assistants, Clerical",detailed,"101,990",1.6,12.43,"25,850",0.6,8.27,9.16,11.37,14.74,18.45,"17,200","19,050","23,660","30,650","38,370",,
43-4130,Loan Interviewers and Clerks,broad,"213,270",1.8,17.76,"36,940",0.4,11.31,13.85,17.33,21.26,24.99,"23,520","28,810","36,050","44,210","51,980",,
43-4131,Loan Interviewers and Clerks,detailed,"213,270",1.8,17.76,"36,940",0.4,11.31,13.85,17.33,21.26,24.99,"23,520","28,810","36,050","44,210","51,980",,
43-4140,New Accounts Clerks,broad,"56,990",2.1,16.32,"33,940",0.5,11.87,13.46,15.96,18.45,21.91,"24,700","28,000","33,190","38,380","45,580",,
43-4141,New Accounts Clerks,detailed,"56,990",2.1,16.32,"33,940",0.5,11.87,13.46,15.96,18.45,21.91,"24,700","28,000","33,190","38,380","45,580",,
43-4150,Order Clerks,broad,"200,210",1.6,15.33,"31,880",0.4,9.13,11.18,14.48,18.57,22.90,"18,980","23,250","30,110","38,620","47,620",,
43-4151,Order Clerks,detailed,"200,210",1.6,15.33,"31,880",0.4,9.13,11.18,14.48,18.57,22.90,"18,980","23,250","30,110","38,620","47,620",,
43-4160,"Human Resources Assistants, Except Payroll and Timekeeping",broad,"136,960",0.6,18.52,"38,520",0.2,11.96,14.76,18.12,21.92,26.08,"24,870","30,700","37,680","45,590","54,240",,
43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",detailed,"136,960",0.6,18.52,"38,520",0.2,11.96,14.76,18.12,21.92,26.08,"24,870","30,700","37,680","45,590","54,240",,
43-4170,Receptionists and Information Clerks,broad,"973,580",0.5,13.20,"27,450",0.2,8.82,10.31,12.70,15.39,18.35,"18,330","21,450","26,410","32,020","38,170",,
43-4171,Receptionists and Information Clerks,detailed,"973,580",0.5,13.20,"27,450",0.2,8.82,10.31,12.70,15.39,18.35,"18,330","21,450","26,410","32,020","38,170",,
43-4180,Reservation and Transportation Ticket Agents and Travel Clerks,broad,"141,900",5.3,16.69,"34,710",0.9,9.83,11.60,16.34,21.38,24.41,"20,450","24,120","33,990","44,470","50,770",,
43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,detailed,"141,900",5.3,16.69,"34,710",0.9,9.83,11.60,16.34,21.38,24.41,"20,450","24,120","33,990","44,470","50,770",,
43-4190,Miscellaneous Information and Record Clerks,broad,"180,570",0.7,18.05,"37,530",0.7,11.23,13.89,17.71,21.75,25.37,"23,370","28,900","36,830","45,240","52,760",,
43-4199,"Information and Record Clerks, All Other",detailed,"180,570",0.7,18.05,"37,530",0.7,11.23,13.89,17.71,21.75,25.37,"23,370","28,900","36,830","45,240","52,760",,
43-5000,"Material Recording, Scheduling, Dispatching, and Distributing Workers",minor,"3,798,670",0.3,15.67,"32,600",0.2,8.61,10.12,13.84,19.76,26.45,"17,910","21,050","28,790","41,100","55,020",,
43-5010,Cargo and Freight Agents,broad,"73,760",2.4,20.97,"43,620",1.1,11.77,15.00,19.35,24.85,32.29,"24,470","31,200","40,250","51,680","67,160",,
43-5011,Cargo and Freight Agents,detailed,"73,760",2.4,20.97,"43,620",1.1,11.77,15.00,19.35,24.85,32.29,"24,470","31,200","40,250","51,680","67,160",,
43-5020,Couriers and Messengers,broad,"74,060",2.0,13.35,"27,770",0.7,8.60,9.96,12.61,15.75,19.33,"17,890","20,720","26,230","32,750","40,210",,
43-5021,Couriers and Messengers,detailed,"74,060",2.0,13.35,"27,770",0.7,8.60,9.96,12.61,15.75,19.33,"17,890","20,720","26,230","32,750","40,210",,
43-5030,Dispatchers,broad,"282,130",0.9,18.78,"39,050",0.4,10.73,13.59,17.61,22.60,28.49,"22,310","28,280","36,640","47,010","59,260",,
43-5031,"Police, Fire, and Ambulance Dispatchers",detailed,"96,860",1.0,18.73,"38,960",0.4,11.46,14.01,17.81,22.54,27.90,"23,830","29,140","37,040","46,890","58,020",,
43-5032,"Dispatchers, Except Police, Fire, and Ambulance",detailed,"185,270",1.2,18.80,"39,100",0.5,10.43,13.37,17.50,22.63,28.89,"21,700","27,800","36,390","47,080","60,090",,
43-5040,"Meter Readers, Utilities",broad,"37,950",2.5,18.79,"39,080",0.8,10.31,13.00,17.51,23.76,29.42,"21,450","27,040","36,410","49,430","61,200",,
43-5041,"Meter Readers, Utilities",detailed,"37,950",2.5,18.79,"39,080",0.8,10.31,13.00,17.51,23.76,29.42,"21,450","27,040","36,410","49,430","61,200",,
43-5050,Postal Service Workers,broad,"500,980",0.0,23.90,"49,720",0.3,15.01,21.39,25.89,27.16,27.17,"31,210","44,490","53,840","56,500","56,510",,
43-5051,Postal Service Clerks,detailed,"71,910",0.0,22.87,"47,570",0.2,12.64,16.81,25.88,26.03,26.92,"26,280","34,960","53,840","54,130","56,000",,
43-5052,Postal Service Mail Carriers,detailed,"307,490",0.0,24.47,"50,890",0.2,16.26,19.75,27.16,27.17,27.74,"33,810","41,080","56,490","56,510","57,700",,
43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",detailed,"121,580",0.0,23.09,"48,040",0.4,13.76,24.15,25.88,25.89,25.98,"28,620","50,220","53,830","53,850","54,030",,
43-5060,"Production, Planning, and Expediting Clerks",broad,"281,930",0.9,22.30,"46,390",0.3,12.52,16.25,21.46,27.27,33.85,"26,040","33,800","44,630","56,720","70,410",,
43-5061,"Production, Planning, and Expediting Clerks",detailed,"281,930",0.9,22.30,"46,390",0.3,12.52,16.25,21.46,27.27,33.85,"26,040","33,800","44,630","56,720","70,410",,
43-5070,"Shipping, Receiving, and Traffic Clerks",broad,"677,450",0.6,14.93,"31,060",0.2,9.31,11.22,14.10,17.78,22.01,"19,360","23,330","29,320","36,980","45,780",,
43-5071,"Shipping, Receiving, and Traffic Clerks",detailed,"677,450",0.6,14.93,"31,060",0.2,9.31,11.22,14.10,17.78,22.01,"19,360","23,330","29,320","36,980","45,780",,
43-5080,Stock Clerks and Order Fillers,broad,"1,800,410",0.5,11.99,"24,940",0.2,8.19,8.98,10.81,14.01,18.05,"17,040","18,680","22,480","29,150","37,540",,
43-5081,Stock Clerks and Order Fillers,detailed,"1,800,410",0.5,11.99,"24,940",0.2,8.19,8.98,10.81,14.01,18.05,"17,040","18,680","22,480","29,150","37,540",,
43-5110,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",broad,"69,990",1.9,14.59,"30,340",0.5,8.96,10.63,13.64,17.55,21.93,"18,630","22,110","28,370","36,500","45,600",,
43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",detailed,"69,990",1.9,14.59,"30,340",0.5,8.96,10.63,13.64,17.55,21.93,"18,630","22,110","28,370","36,500","45,600",,
43-6000,Secretaries and Administrative Assistants,minor,"3,647,870",0.2,18.39,"38,250",0.1,10.60,13.35,17.15,22.16,28.14,"22,040","27,770","35,660","46,090","58,540",,
43-6010,Secretaries and Administrative Assistants,broad,"3,647,870",0.2,18.39,"38,250",0.1,10.60,13.35,17.15,22.16,28.14,"22,040","27,770","35,660","46,090","58,540",,
43-6011,Executive Secretaries and Executive Administrative Assistants,detailed,"755,210",0.5,24.94,"51,870",0.2,15.43,18.96,23.70,29.96,36.04,"32,090","39,430","49,290","62,310","74,970",,
43-6012,Legal Secretaries,detailed,"220,680",1.4,21.65,"45,030",0.5,12.72,15.82,20.38,26.83,33.35,"26,450","32,900","42,390","55,800","69,360",,
43-6013,Medical Secretaries,detailed,"512,970",0.8,15.93,"33,140",0.3,10.65,12.69,15.33,18.35,22.32,"22,150","26,400","31,890","38,160","46,420",,
